Year,CustomerId,CreditScore,CreditBand,Geography,Gender,Age,AgeGroup,Tenure,TenureGroup,Balance,BalanceGroup,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2025,15641629,537,Medium,Spain,0,38,Mid,1,New,0.0,Zero,2,0,1,41233.97,0
2025,15813303,513,Medium,Spain,1,88,Elder,10,Long,0.0,Zero,2,1,1,52952.24,0
2025,15756920,576,Medium,France,1,63,Elder,9,Long,70655.48,Low,1,0,0,78955.8,1
2025,15726403,660,Medium,Germany,1,41,Mid,1,New,129901.21,High,1,1,0,26025.6,1
2025,15592765,637,Medium,France,1,40,Mid,8,Long,125470.81,High,1,1,1,174536.17,0
2025,15704442,672,Medium,France,0,53,Senior,9,Long,169406.33,High,4,1,1,147311.47,1
2025,15641136,629,Medium,France,1,32,Mid,2,New,0.0,Zero,2,0,1,77965.44,0
2025,15725818,583,Medium,Germany,1,40,Mid,4,Mid,107041.3,High,1,1,1,5635.63,0
2025,15612071,763,High,Spain,0,32,Mid,10,Long,95153.77,Low,1,0,1,81310.1,0
2025,15719809,516,Medium,Germany,1,32,Mid,3,New,145166.09,High,2,0,0,111421.45,0
2025,15716518,617,Medium,France,0,27,Young,4,Mid,0.0,Zero,2,0,0,190269.21,0
2025,15742210,700,High,France,1,38,Mid,9,Long,65962.63,Low,1,1,1,100950.48,0
2025,15630617,727,High,Germany,1,36,Mid,6,Mid,140418.81,High,1,1,1,113033.73,1
2025,15720838,689,Medium,Spain,0,31,Mid,3,New,139799.63,High,1,0,1,120663.57,0
2025,15595537,626,Medium,Germany,1,49,Senior,9,Long,171787.84,High,2,1,0,187192.23,0
2025,15623196,686,Medium,France,1,38,Mid,6,Mid,149238.97,High,1,1,1,97825.23,0
2025,15679249,351,Low,Germany,0,57,Senior,4,Mid,163146.46,High,1,1,0,169621.69,1
2025,15693199,739,High,France,0,37,Mid,8,Long,0.0,Zero,2,1,0,191557.1,1
2025,15661219,627,Medium,France,1,32,Mid,10,Long,0.0,Zero,2,1,0,103287.62,0
2025,15617136,451,Low,Germany,0,38,Mid,9,Long,61482.47,Low,1,1,1,167538.66,0
2025,15760294,512,Medium,France,0,41,Mid,8,Long,145150.28,High,1,1,0,64869.32,1
2025,15652808,774,High,France,0,41,Mid,5,Mid,126670.37,High,1,1,0,102426.06,0
2025,15657139,652,Medium,France,0,40,Mid,8,Long,84390.8,Low,2,0,1,107876.2,0
2025,15803790,638,Medium,Germany,1,37,Mid,2,New,89728.86,Low,2,1,1,37294.88,0
2025,15764105,475,Low,France,0,57,Senior,1,New,0.0,Zero,2,1,0,89248.99,0
2025,15672610,567,Medium,Spain,1,40,Mid,4,Mid,118628.8,High,1,0,0,91973.63,0
2025,15766896,750,High,France,1,37,Mid,3,New,0.0,Zero,2,1,0,16870.2,0
2025,15587735,850,High,France,1,39,Mid,6,Mid,96863.13,Low,1,1,1,121681.19,0
2025,15659501,753,High,France,0,38,Mid,6,Mid,142263.45,High,1,0,1,33730.43,0
2025,15745001,683,Medium,Spain,0,36,Mid,7,Mid,0.0,Zero,2,1,0,104786.59,0
2025,15651140,710,High,France,0,32,Mid,3,New,0.0,Zero,1,1,0,94790.34,0
2025,15571148,645,Medium,Spain,0,21,Young,1,New,0.0,Zero,2,0,0,28726.07,0
2025,15776824,714,High,France,1,28,Young,6,Mid,122724.37,High,1,1,1,67057.27,0
2025,15633141,696,Medium,Germany,0,35,Mid,4,Mid,174902.26,High,1,1,0,69079.85,0
2025,15764174,612,Medium,Spain,0,26,Young,4,Mid,0.0,Zero,2,1,1,179780.74,0
2025,15778155,520,Medium,Germany,0,31,Mid,3,New,108914.17,High,1,1,1,183572.39,1
2025,15715920,782,High,Spain,1,23,Young,10,Long,98052.66,Low,1,1,1,142587.32,0
2025,15671917,666,Medium,France,1,46,Senior,5,Mid,123873.19,High,1,1,1,177844.06,0
2025,15666548,466,Low,Germany,0,56,Senior,2,New,111920.13,High,3,1,0,197634.11,1
2025,15625623,567,Medium,France,0,45,Senior,4,Mid,0.0,Zero,2,0,1,121053.19,0
2025,15748123,613,Medium,France,1,20,Young,3,New,0.0,Zero,2,1,1,149613.77,0
2025,15648735,718,High,France,1,37,Mid,8,Long,0.0,Zero,2,1,1,142.81,0
2025,15634974,614,Medium,France,0,37,Mid,8,Long,75150.34,Low,4,0,1,131766.67,1
2025,15713378,711,High,France,1,38,Mid,10,Long,0.0,Zero,2,0,0,53311.78,0
2025,15753370,691,Medium,Germany,0,38,Mid,5,Mid,114753.76,High,1,1,0,107665.02,0
2025,15782659,527,Medium,France,1,32,Mid,0,New,0.0,Zero,1,1,0,109523.88,0
2025,15583364,476,Low,France,0,32,Mid,6,Mid,111871.93,High,1,0,0,112132.86,0
2025,15625942,619,Medium,Spain,0,45,Senior,0,New,0.0,Zero,2,0,0,113645.4,0
2025,15720284,607,Medium,Germany,0,37,Mid,4,Mid,135927.06,High,1,0,0,180890.4,0
2025,15679642,695,Medium,Spain,1,44,Mid,8,Long,0.0,Zero,2,1,1,70974.13,0
2025,15628007,653,Medium,France,1,33,Mid,1,New,0.0,Zero,2,0,0,53379.52,0
2025,15661974,677,Medium,France,1,46,Senior,2,New,57037.74,Low,1,1,1,158531.01,0
2025,15689341,655,Medium,France,0,50,Senior,10,Long,0.0,Zero,4,1,0,179267.94,1
2025,15607993,625,Medium,France,0,52,Senior,2,New,79468.96,Low,1,1,1,84606.03,0
2025,15693267,679,Medium,Germany,0,34,Mid,7,Mid,121063.85,High,1,1,0,56984.58,0
2025,15769522,734,High,France,1,51,Senior,1,New,118537.47,High,1,1,1,116912.45,0
2025,15755825,666,Medium,France,1,39,Mid,10,Long,0.0,Zero,2,1,0,102999.33,0
2025,15598175,592,Medium,Germany,0,26,Young,4,Mid,105082.07,High,2,1,0,132801.57,0
2025,15744327,564,Medium,France,1,40,Mid,4,Mid,0.0,Zero,1,1,0,85455.62,1
2025,15798666,814,High,France,0,36,Mid,6,Mid,0.0,Zero,2,1,1,98657.01,0
2025,15577064,592,Medium,Germany,1,36,Mid,2,New,104702.65,High,2,1,0,107948.72,0
2025,15759436,758,High,France,0,50,Senior,2,New,95813.76,Low,3,1,1,67944.09,1
2025,15690231,612,Medium,Spain,0,62,Elder,0,New,167026.61,High,2,1,1,192892.05,0
2025,15751561,498,Low,Germany,1,61,Elder,7,Mid,102453.26,High,1,1,0,187247.56,1
2025,15739068,638,Medium,Germany,1,25,Young,4,Mid,148045.45,High,2,1,1,114722.42,0
2025,15758056,558,Medium,France,1,35,Mid,1,New,0.0,Zero,2,0,0,111687.57,0
2025,15742269,756,High,France,0,24,Young,1,New,0.0,Zero,2,1,0,184182.25,0
2025,15726490,782,High,Spain,1,52,Senior,4,Mid,0.0,Zero,1,1,1,52759.82,1
2025,15738411,505,Medium,France,1,34,Mid,10,Long,104498.79,High,1,0,1,126451.14,0
2025,15727919,671,Medium,Spain,0,29,Young,6,Mid,0.0,Zero,2,0,0,12048.67,0
2025,15709396,801,High,France,1,42,Mid,6,Mid,0.0,Zero,2,1,1,95804.33,0
2025,15654106,604,Medium,France,1,26,Young,8,Long,149542.52,High,2,0,1,197911.52,0
2025,15621653,716,High,France,0,29,Young,10,Long,87946.39,Low,1,1,1,182531.74,0
2025,15598086,624,Medium,France,0,45,Senior,3,New,68639.57,Low,1,1,0,168002.31,1
2025,15752300,607,Medium,Germany,1,47,Senior,4,Mid,148826.32,High,1,1,1,79450.61,0
2025,15658693,827,High,France,0,60,Elder,2,New,0.0,Zero,2,0,1,60615.83,0
2025,15631838,606,Medium,France,1,61,Elder,5,Mid,108166.09,High,2,0,1,8643.21,0
2025,15803804,717,High,Germany,0,35,Mid,5,Mid,103214.71,High,1,1,0,172172.7,0
2025,15578809,651,Medium,Germany,1,40,Mid,1,New,134760.21,High,2,0,0,174434.06,1
2025,15752026,691,Medium,France,1,58,Senior,3,New,0.0,Zero,1,0,1,194930.3,1
2025,15723706,573,Medium,France,0,33,Mid,0,New,90124.64,Low,1,1,0,137476.71,0
2025,15752838,723,High,Spain,1,38,Mid,6,Mid,0.0,Zero,2,1,1,94415.6,0
2025,15569571,584,Medium,Germany,0,46,Senior,6,Mid,87361.02,Low,2,1,0,120376.87,1
2025,15769703,550,Medium,Germany,0,45,Senior,8,Long,111257.59,High,1,0,0,97623.42,1
2025,15679770,611,Medium,France,0,61,Elder,3,New,131583.59,High,4,0,1,66238.23,1
2025,15791102,549,Medium,Germany,1,41,Mid,9,Long,95020.8,Low,3,1,1,131710.59,1
2025,15655192,850,High,Spain,0,24,Young,1,New,0.0,Zero,2,0,1,69052.87,0
2025,15709487,668,Medium,Germany,1,34,Mid,5,Mid,80242.37,Low,2,0,0,56780.97,0
2025,15687130,686,Medium,France,0,43,Mid,0,New,0.0,Zero,1,1,1,170072.9,0
2025,15755178,660,Medium,France,1,50,Senior,1,New,0.0,Zero,3,1,1,191849.15,1
2025,15634772,682,Medium,Spain,0,59,Senior,0,New,122661.39,High,1,0,1,84803.76,0
2025,15617197,524,Medium,France,1,50,Senior,4,Mid,0.0,Zero,2,1,1,31840.59,1
2025,15631240,645,Medium,France,0,36,Mid,8,Long,0.0,Zero,2,1,1,12096.61,1
2025,15784301,850,High,France,1,42,Mid,0,New,0.0,Zero,2,1,0,44165.84,0
2025,15631310,537,Medium,France,0,53,Senior,3,New,0.0,Zero,1,1,1,91406.62,0
2025,15756560,599,Medium,Spain,0,46,Senior,7,Mid,81742.84,Low,2,1,0,83282.21,0
2025,15732270,727,High,Spain,1,71,Elder,8,Long,0.0,Zero,1,1,1,198446.91,1
2025,15739357,756,High,Spain,1,30,Mid,2,New,145127.85,High,1,0,0,7554.68,0
2025,15771540,755,High,France,1,38,Mid,9,Long,148912.44,High,1,1,0,80416.16,0
2025,15567486,634,Medium,Spain,0,41,Mid,4,Mid,0.0,Zero,2,1,1,164549.74,0
2025,15714634,837,High,France,1,26,Young,4,Mid,89900.24,Low,2,1,0,175477.03,0
2025,15727021,727,High,Germany,0,30,Mid,8,Long,119027.28,High,2,1,1,137903.54,0
2025,15650670,567,Medium,Germany,0,40,Mid,2,New,105222.86,High,2,1,0,93795.86,0
2025,15711834,650,Medium,Spain,0,30,Mid,6,Mid,0.0,Zero,1,0,0,67997.13,1
2025,15729763,655,Medium,Spain,1,34,Mid,1,New,116114.93,High,1,1,1,49492.15,0
2025,15646566,763,High,France,0,58,Senior,9,Long,187911.55,High,1,0,1,35825.18,0
2025,15645463,843,High,France,0,27,Young,5,Mid,0.0,Zero,2,1,1,67494.23,0
2025,15672144,667,Medium,France,0,38,Mid,6,Mid,144432.04,High,1,1,1,73963.17,1
2025,15596088,705,High,France,0,50,Senior,4,Mid,77065.9,Low,2,0,1,145159.26,0
2025,15614878,660,Medium,Germany,0,29,Young,6,Mid,180520.29,High,1,1,1,123850.58,0
2025,15635240,553,Medium,France,1,42,Mid,1,New,0.0,Zero,2,0,0,23822.04,0
2025,15775905,612,Medium,Germany,0,47,Senior,6,Mid,130024.87,High,1,1,1,45750.21,1
2025,15700657,641,Medium,Germany,0,40,Mid,2,New,110086.69,High,1,1,0,159773.14,0
2025,15611905,513,Medium,Spain,0,31,Mid,5,Mid,174853.46,High,1,1,0,84238.63,0
2025,15652527,680,Medium,France,1,44,Mid,7,Mid,108724.98,High,1,0,1,72330.46,0
2025,15785865,711,High,France,1,58,Senior,9,Long,91285.13,Low,2,1,1,26767.85,0
2025,15645942,689,Medium,Spain,1,40,Mid,2,New,0.0,Zero,2,1,1,164768.82,0
2025,15688691,665,Medium,Germany,0,51,Senior,9,Long,110610.41,High,2,0,1,1112.76,1
2025,15592736,551,Medium,Germany,1,54,Senior,5,Mid,102994.04,High,1,1,0,176680.16,1
2025,15673529,645,Medium,Spain,1,36,Mid,4,Mid,59893.85,Low,2,1,0,43999.64,0
2025,15724145,616,Medium,Germany,1,29,Young,8,Long,149318.55,High,1,1,0,140746.13,0
2025,15704629,582,Medium,France,0,32,Mid,1,New,116409.55,High,1,0,1,152790.92,0
2025,15597896,365,Low,Germany,1,30,Mid,0,New,127760.07,High,1,1,0,81537.85,1
2025,15731790,697,Medium,Germany,0,38,Mid,6,Mid,132591.36,High,1,1,1,7387.8,1
2025,15634719,704,High,France,1,31,Mid,0,New,0.0,Zero,2,1,0,183038.33,0
2025,15703205,656,Medium,France,0,46,Senior,5,Mid,113402.14,High,2,1,1,138849.06,0
2025,15567333,712,High,France,0,31,Mid,7,Mid,0.0,Zero,2,1,0,170333.38,0
2025,15754537,748,High,France,1,40,Mid,0,New,0.0,Zero,1,0,0,60416.76,0
2025,15612030,724,High,France,1,28,Young,9,Long,0.0,Zero,2,1,1,100240.2,0
2025,15573242,691,Medium,France,1,50,Senior,6,Mid,136953.47,High,1,1,1,2704.98,0
2025,15601892,563,Medium,France,1,33,Mid,8,Long,0.0,Zero,2,0,1,68815.05,0
2025,15663885,741,High,France,1,32,Mid,5,Mid,0.0,Zero,1,1,1,64839.23,0
2025,15701096,778,High,France,1,44,Mid,8,Long,123863.64,High,1,1,0,144494.94,0
2025,15710450,848,High,Spain,1,22,Young,7,Mid,120811.89,High,1,1,1,185510.34,0
2025,15790846,634,Medium,Germany,1,38,Mid,2,New,148430.55,High,1,1,1,56055.72,0
2025,15658956,505,Medium,Germany,1,40,Mid,6,Mid,47869.69,Low,2,1,1,155061.97,0
2025,15755223,692,Medium,Germany,1,53,Senior,7,Mid,150926.99,High,2,0,0,119817.19,0
2025,15787318,537,Medium,Germany,0,47,Senior,6,Mid,103163.35,High,1,1,0,16259.64,1
2025,15737310,633,Medium,France,1,29,Young,10,Long,130206.28,High,1,1,0,184654.87,0
2025,15763665,833,High,France,0,28,Young,4,Mid,136674.51,High,2,0,0,5278.78,0
2025,15668818,592,Medium,Spain,0,40,Mid,2,New,200322.45,High,1,1,1,113244.73,0
2025,15765812,587,Medium,Spain,1,48,Senior,1,New,0.0,Zero,2,1,1,8908.0,0
2025,15704844,550,Medium,Spain,1,62,Elder,7,Mid,80927.56,Low,1,0,1,64490.67,0
2025,15744582,680,Medium,France,0,24,Young,10,Long,0.0,Zero,3,1,0,154971.63,1
2025,15616700,622,Medium,Spain,0,41,Mid,9,Long,0.0,Zero,2,1,1,155786.39,0
2025,15683521,594,Medium,Germany,1,28,Young,0,New,142574.71,High,2,1,0,129084.82,0
2025,15583049,643,Medium,Germany,0,34,Mid,7,Mid,160426.07,High,1,0,1,188533.11,0
2025,15643752,540,Medium,France,1,25,Young,5,Mid,116160.23,High,1,1,0,13411.67,0
2025,15620398,635,Medium,Spain,0,34,Mid,5,Mid,98683.47,Low,2,1,0,15733.19,0
2025,15715707,657,Medium,France,1,32,Mid,3,New,118829.03,High,2,1,1,73127.61,0
2025,15814209,814,High,France,1,31,Mid,1,New,118870.92,High,1,1,0,101704.19,0
2025,15733768,600,Medium,France,1,32,Mid,1,New,0.0,Zero,1,1,1,101986.16,0
2025,15755242,682,Medium,France,0,46,Senior,2,New,0.0,Zero,1,1,1,114442.66,0
2025,15729412,682,Medium,France,1,38,Mid,4,Mid,107192.38,High,1,1,1,15669.17,0
2025,15746564,566,Medium,France,1,42,Mid,3,New,108010.78,High,1,1,1,157486.1,0
2025,15588446,550,Medium,Spain,1,34,Mid,3,New,0.0,Zero,2,0,0,131281.28,0
2025,15665221,630,Medium,France,1,26,Young,7,Mid,129837.72,High,2,0,1,197001.15,0
2025,15640846,546,Medium,Germany,0,58,Senior,3,New,106458.31,High,4,1,0,128881.87,1
2025,15700209,486,Low,France,1,63,Elder,9,Long,97009.15,Low,1,1,1,85101.0,0
2025,15658360,762,High,Spain,1,35,Mid,9,Long,122929.42,High,2,0,0,149822.04,0
2025,15602735,692,Medium,Germany,1,45,Senior,6,Mid,152296.83,High,4,0,1,108040.86,1
2025,15724834,498,Low,France,0,30,Mid,1,New,0.0,Zero,2,0,0,135795.53,0
2025,15800062,850,High,Spain,1,49,Senior,8,Long,0.0,Zero,1,0,0,25867.67,1
2025,15685300,603,Medium,France,1,35,Mid,6,Mid,128993.76,High,2,1,0,130483.56,0
2025,15760102,551,Medium,France,0,36,Mid,5,Mid,0.0,Zero,1,1,0,183479.12,0
2025,15787026,627,Medium,Germany,1,27,Young,0,New,185267.45,High,2,1,1,77027.34,0
2025,15653696,515,Medium,France,0,28,Young,9,Long,0.0,Zero,2,0,0,94141.75,0
2025,15788946,605,Medium,Spain,0,29,Young,3,New,116805.82,High,1,0,0,4092.75,0
2025,15600724,567,Medium,Germany,1,29,Young,5,Mid,129750.68,High,1,1,0,109257.59,0
2025,15574324,568,Medium,Germany,0,29,Young,2,New,129177.01,High,2,0,1,104617.99,0
2025,15707144,571,Medium,Germany,1,25,Young,6,Mid,82506.72,Low,2,1,0,167705.07,0
2025,15775891,634,Medium,Germany,1,48,Senior,2,New,107247.69,High,1,1,1,103712.05,1
2025,15711789,768,High,Spain,0,42,Mid,3,New,0.0,Zero,1,0,0,161242.99,1
2025,15600879,554,Medium,Germany,0,36,Mid,3,New,157780.93,High,2,1,0,6089.13,0
2025,15681196,629,Medium,France,1,35,Mid,1,New,172170.36,High,1,1,1,159777.37,0
2025,15716000,638,Medium,Spain,1,48,Senior,2,New,0.0,Zero,2,1,1,7919.08,0
2025,15766776,576,Medium,France,1,41,Mid,1,New,0.0,Zero,1,1,1,188274.6,0
2025,15680278,661,Medium,Spain,0,42,Mid,9,Long,75361.44,Low,1,1,0,27608.12,1
2025,15688637,592,Medium,France,0,27,Young,4,Mid,0.0,Zero,2,1,1,183569.25,0
2025,15591179,702,High,Spain,1,30,Mid,2,New,0.0,Zero,2,1,1,145537.32,0
2025,15677435,647,Medium,France,0,29,Young,0,New,98263.46,Low,2,1,0,164717.95,0
2025,15698619,593,Medium,France,1,43,Mid,9,Long,0.0,Zero,2,1,1,76357.43,0
2025,15581036,712,High,Germany,0,40,Mid,3,New,109308.79,High,2,1,0,120158.72,1
2025,15622117,625,Medium,Spain,0,31,Mid,8,Long,0.0,Zero,2,1,0,151843.54,0
2025,15599301,538,Medium,Germany,0,28,Young,6,Mid,164365.44,High,1,0,1,5698.97,0
2025,15581548,637,Medium,Spain,0,22,Young,5,Mid,98800.0,Low,1,1,0,122865.55,0
2025,15586870,632,Medium,France,1,27,Young,4,Mid,193125.85,High,1,1,1,152665.85,0
2025,15735263,736,High,France,1,27,Young,5,Mid,51522.75,Low,1,0,1,192131.77,0
2025,15765322,755,High,France,1,23,Young,5,Mid,84284.48,Low,2,1,1,62851.6,0
2025,15582944,425,Low,Spain,0,39,Mid,5,Mid,0.0,Zero,2,1,0,140941.47,0
2025,15687162,461,Low,France,1,51,Senior,9,Long,119889.84,High,1,0,0,56767.67,1
2025,15644962,745,High,France,1,21,Young,4,Mid,137910.45,High,1,1,1,177235.23,0
2025,15612615,616,Medium,France,0,37,Mid,6,Mid,0.0,Zero,2,1,0,86242.18,0
2025,15813439,587,Medium,France,1,33,Mid,5,Mid,100116.82,High,1,1,0,34215.58,0
2025,15604544,850,High,Germany,1,40,Mid,4,Mid,166082.15,High,2,0,1,44406.17,0
2025,15761348,601,Medium,France,0,38,Mid,0,New,0.0,Zero,2,1,0,165196.65,0
2025,15785078,730,High,Spain,1,26,Young,3,New,0.0,Zero,1,1,0,34542.41,0
2025,15759874,532,Medium,France,1,44,Mid,3,New,148595.55,High,1,1,0,74838.64,1
2025,15643658,850,High,Germany,1,53,Senior,2,New,94078.97,Low,2,1,0,36980.54,0
2025,15713267,779,High,Spain,0,34,Mid,5,Mid,0.0,Zero,2,0,1,111676.63,0
2025,15737782,562,Medium,France,1,29,Young,9,Long,0.0,Zero,1,1,1,25858.68,0
2025,15815490,670,Medium,Germany,1,40,Mid,2,New,164948.98,High,3,0,0,177028.0,1
2025,15679410,729,High,France,0,62,Elder,4,Mid,140549.4,High,1,1,0,30990.16,1
2025,15756241,767,High,France,0,44,Mid,2,New,152509.25,High,1,1,1,136915.15,0
2025,15688409,742,High,France,0,28,Young,2,New,191864.51,High,1,1,0,108457.99,1
2025,15742272,669,Medium,France,0,44,Mid,8,Long,96418.09,Low,1,0,0,131609.48,1
2025,15717898,542,Medium,Spain,1,32,Mid,2,New,131945.94,High,1,0,1,159737.56,0
2025,15769582,586,Medium,France,1,29,Young,3,New,0.0,Zero,2,1,1,142238.54,0
2025,15635660,612,Medium,Germany,1,30,Mid,9,Long,142910.15,High,1,1,0,105890.55,1
2025,15576723,740,High,France,0,37,Mid,7,Mid,0.0,Zero,2,1,1,194270.91,0
2025,15591577,584,Medium,France,1,35,Mid,3,New,146311.58,High,1,1,1,105443.47,0
2025,15582325,524,Medium,France,1,52,Senior,2,New,87894.26,Low,1,1,0,173899.42,1
2025,15693947,614,Medium,France,0,19,Young,5,Mid,97445.49,Low,2,1,0,122823.34,0
2025,15760446,598,Medium,France,0,64,Elder,9,Long,0.0,Zero,1,0,1,13181.37,1
2025,15611105,799,High,Spain,1,35,Mid,7,Mid,0.0,Zero,2,0,1,140780.8,0
2025,15630920,724,High,France,1,34,Mid,2,New,154485.74,High,2,0,0,78560.64,0
2025,15574910,601,Medium,France,1,50,Senior,2,New,115625.07,High,1,1,0,185855.21,0
2025,15756472,804,High,France,1,25,Young,7,Mid,108396.67,High,1,1,0,128276.95,0
2025,15682890,745,High,Germany,1,38,Mid,5,Mid,65095.41,Low,2,1,1,140197.42,0
2025,15641994,667,Medium,Germany,1,43,Mid,1,New,103018.45,High,1,1,0,32462.39,1
2025,15733297,518,Medium,France,0,38,Mid,10,Long,84764.79,Low,1,1,1,162253.9,0
2025,15767793,819,High,France,0,38,Mid,10,Long,0.0,Zero,2,1,0,30498.7,0
2025,15725698,520,Medium,Spain,0,35,Mid,4,Mid,115680.81,High,1,1,1,90280.7,0
2025,15813532,625,Medium,France,0,39,Mid,5,Mid,0.0,Zero,2,1,0,32615.21,0
2025,15576760,673,Medium,Germany,1,36,Mid,5,Mid,73088.06,Low,2,0,0,196142.26,0
2025,15732102,656,Medium,Germany,0,27,Young,3,New,150905.03,High,2,1,0,16998.72,0
2025,15739046,850,High,Spain,0,23,Young,9,Long,143054.85,High,1,0,1,62980.96,0
2025,15631927,574,Medium,Spain,0,28,Young,7,Mid,0.0,Zero,2,0,0,185660.3,0
2025,15672115,679,Medium,France,1,60,Elder,6,Mid,0.0,Zero,2,1,1,77331.77,0
2025,15618765,530,Medium,Germany,0,42,Mid,0,New,99948.45,Low,1,0,1,97338.62,0
2025,15679148,508,Medium,France,1,44,Mid,3,New,115451.05,High,2,0,0,67234.33,0
2025,15728474,558,Medium,Germany,1,32,Mid,4,Mid,108235.91,High,1,1,1,143783.28,0
2025,15636999,414,Low,France,1,38,Mid,8,Long,0.0,Zero,1,0,1,77661.12,1
2025,15754261,648,Medium,Spain,1,42,Mid,2,New,98795.61,Low,2,1,0,89123.99,0
2025,15629150,721,High,France,0,37,Mid,1,New,0.0,Zero,2,1,0,70810.8,0
2025,15736274,751,High,France,1,31,Mid,8,Long,0.0,Zero,2,0,0,17550.49,0
2025,15627697,662,Medium,France,1,34,Mid,2,New,0.0,Zero,2,0,1,21497.27,0
2025,15721585,628,Medium,Germany,1,29,Young,3,New,113146.98,High,2,0,1,124749.08,0
2025,15639946,597,Medium,Germany,0,39,Mid,8,Long,162532.14,High,3,1,0,36051.46,1
2025,15792176,698,Medium,Spain,0,40,Mid,0,New,92053.44,Low,1,1,1,143681.83,0
2025,15699450,723,High,France,1,48,Senior,7,Mid,0.0,Zero,2,1,1,150694.58,0
2025,15729954,586,Medium,France,0,28,Young,5,Mid,0.0,Zero,3,1,0,170487.4,1
2025,15600103,633,Medium,Germany,0,29,Young,8,Long,104944.1,High,1,1,1,97684.46,0
2025,15786200,564,Medium,France,1,31,Mid,4,Mid,0.0,Zero,2,1,0,53520.03,0
2025,15797010,649,Medium,France,0,31,Mid,2,New,0.0,Zero,2,1,0,15200.61,0
2025,15670172,622,Medium,France,0,30,Mid,4,Mid,107879.04,High,1,0,1,196894.62,0
2025,15627352,459,Low,Germany,1,46,Senior,7,Mid,110356.42,High,1,1,0,4969.13,1
2025,15622494,718,High,France,1,27,Young,2,New,0.0,Zero,2,0,0,26229.24,0
2025,15585835,655,Medium,Spain,0,34,Mid,4,Mid,109783.69,High,2,1,0,134034.32,0
2025,15595071,696,Medium,France,1,22,Young,9,Long,149777.0,High,1,1,1,198032.93,0
2025,15628203,637,Medium,France,0,38,Mid,3,New,104339.56,High,1,0,0,119882.86,0
2025,15667190,630,Medium,Spain,0,21,Young,1,New,85818.18,Low,1,1,1,133102.3,0
2025,15780212,592,Medium,France,1,37,Mid,4,Mid,212692.97,High,1,0,0,176395.02,0
2025,15766869,634,Medium,Germany,1,37,Mid,1,New,89696.84,Low,2,1,1,193179.88,0
2025,15775741,608,Medium,France,0,28,Young,9,Long,0.0,Zero,2,1,1,125062.02,0
2025,15628170,565,Medium,Germany,0,32,Mid,9,Long,68067.24,Low,1,1,0,143287.58,0
2025,15701318,763,High,Spain,1,67,Elder,9,Long,148564.66,High,1,0,1,87236.4,0
2025,15710928,665,Medium,France,0,55,Senior,8,Long,136354.16,High,1,1,1,93769.89,0
2025,15682547,649,Medium,France,1,38,Mid,1,New,122214.0,High,1,0,1,88965.46,0
2025,15631170,695,Medium,France,1,45,Senior,3,New,0.0,Zero,2,1,1,30793.61,0
2025,15648702,775,High,Germany,1,70,Elder,6,Mid,119684.88,High,2,1,1,74532.02,0
2025,15783444,788,High,France,0,39,Mid,3,New,135139.33,High,1,0,1,113086.08,0
2025,15809178,569,Medium,Germany,0,42,Mid,9,Long,146100.75,High,1,1,0,32574.01,1
2025,15806688,726,High,Spain,0,56,Senior,8,Long,123110.9,High,3,0,1,130113.78,1
2025,15576824,564,Medium,Germany,0,44,Mid,3,New,111760.4,High,3,1,1,104722.47,1
2025,15675422,544,Medium,France,0,32,Mid,9,Long,110728.39,High,1,1,1,14559.62,0
2025,15681550,614,Medium,France,0,41,Mid,8,Long,121558.46,High,1,1,1,598.8,0
2025,15812628,453,Low,Germany,0,38,Mid,8,Long,120623.21,High,1,1,0,129697.99,0
2025,15597951,471,Low,France,0,58,Senior,4,Mid,114713.57,High,1,1,1,36315.03,0
2025,15807045,829,High,Germany,0,37,Mid,3,New,103457.76,High,1,0,0,1114.12,0
2025,15581748,754,High,Germany,1,57,Senior,2,New,101134.87,High,2,1,1,70954.41,0
2025,15770420,749,High,Germany,1,46,Senior,10,Long,78136.36,Low,2,1,1,73470.98,0
2025,15608230,667,Medium,France,1,23,Young,1,New,0.0,Zero,2,1,0,91573.19,0
2025,15730339,670,Medium,Spain,1,30,Mid,3,New,133446.34,High,1,0,0,3154.95,0
2025,15712584,670,Medium,France,0,33,Mid,7,Mid,0.0,Zero,2,1,1,88187.81,0
2025,15592816,623,Medium,Germany,0,48,Senior,1,New,108076.33,High,1,1,0,118855.26,1
2025,15641480,571,Medium,France,1,32,Mid,5,Mid,131354.25,High,1,1,0,125256.53,0
2025,15708505,641,Medium,Germany,0,37,Mid,7,Mid,62974.64,Low,2,0,1,39016.43,0
2025,15791131,551,Medium,Germany,0,30,Mid,2,New,143340.44,High,1,1,0,145796.49,0
2025,15618225,741,High,Germany,1,36,Mid,8,Long,116993.43,High,2,1,0,168816.22,0
2025,15644724,472,Low,France,1,31,Mid,4,Mid,58662.92,Low,2,0,1,73322.0,0
2025,15662098,650,Medium,Spain,1,41,Mid,3,New,128808.65,High,3,0,0,113677.53,1
2025,15723894,625,Medium,France,1,45,Senior,7,Mid,137555.44,High,1,0,0,124607.7,0
2025,15787699,650,Medium,Germany,1,34,Mid,4,Mid,142393.11,High,1,1,1,11276.48,0
2025,15687738,535,Medium,France,0,38,Mid,8,Long,0.0,Zero,2,1,0,136620.64,0
